admin_reg;id (adminbounds_data_total.csv)
Октябрьский;6172
Октябрьский;6176
Октябрьский;6183
Октябрьский;6204
Октябрьский;6205
Октябрьский;6206
Октябрьский;6208
Октябрьский;6210
Октябрьский;6214
Октябрьский;6217
Октябрьский;6218
Октябрьский;6219
Октябрьский;6226
Октябрьский;6227
Октябрьский;6228
Октябрьский;6230
Октябрьский;6235
Октябрьский;6236
Октябрьский;6241
Октябрьский;6244
Октябрьский;6247
Октябрьский;6249
Октябрьский;6254
Октябрьский;6255
Октябрьский;6257
Октябрьский;6260
Октябрьский;6263
Октябрьский;6266
Октябрьский;6269
Октябрьский;6270
Октябрьский;6275
Октябрьский;6276
Октябрьский;6277
Октябрьский;6278
Октябрьский;6279
Октябрьский;6280
Октябрьский;6281
Октябрьский;6292
Октябрьский;6304
Октябрьский;6308
Октябрьский;6311
Октябрьский;6317
Октябрьский;6321
Октябрьский;6326
Октябрьский;6327
Октябрьский;6329
Октябрьский;6335
Октябрьский;6340
Октябрьский;6350
Октябрьский;6365
Октябрьский;6371
Октябрьский;6375
Октябрьский;6376
Октябрьский;6377
Октябрьский;6381
Октябрьский;6383
Октябрьский;6396
Октябрьский;6410
Октябрьский;6425
Октябрьский;6432
Октябрьский;6433
Октябрьский;6434
Октябрьский;6436
Октябрьский;6444
Октябрьский;6447
Октябрьский;6458
Октябрьский;6459
Октябрьский;6464
Октябрьский;6472
Октябрьский;6473
Октябрьский;6474
Октябрьский;6477
Октябрьский;6479
Октябрьский;6481
Октябрьский;6486
Октябрьский;6487
Октябрьский;6488
Октябрьский;6491
Октябрьский;6492
Октябрьский;6493
Октябрьский;6494
Октябрьский;6497
Октябрьский;6500
Октябрьский;6502
Октябрьский;6503
Октябрьский;6504
Октябрьский;6505
Октябрьский;6506
Октябрьский;6508
Октябрьский;6509
Октябрьский;6510
Октябрьский;6511
Октябрьский;6512
Октябрьский;6516
Октябрьский;6519
Октябрьский;6522
Октябрьский;6527
Октябрьский;6528
Октябрьский;6530
Октябрьский;6536
Октябрьский;6537
Октябрьский;6542
Октябрьский;6547
Октябрьский;6559
Октябрьский;6560
Октябрьский;6562
Октябрьский;6565
Октябрьский;6566
Октябрьский;6569
Октябрьский;6574
Октябрьский;6579
Октябрьский;6581
Октябрьский;6585
Октябрьский;6590
Октябрьский;6591
Октябрьский;6592
Октябрьский;6601
Октябрьский;6604
Октябрьский;6609
Октябрьский;7569
Октябрьский;7590
Октябрьский;7592
Свердловский;2007
Свердловский;2019
Свердловский;2042
Свердловский;2043
Свердловский;2044
Свердловский;2049
Свердловский;2068
Свердловский;2069
Свердловский;2071
Свердловский;2073
Свердловский;2076
Свердловский;2084
Свердловский;2085
Свердловский;2089
Свердловский;2096
Свердловский;2098
Свердловский;2107
Свердловский;2108
Свердловский;2114
Свердловский;2118
Свердловский;2143
Свердловский;2144
Свердловский;2145
Свердловский;2147
Свердловский;2148
Свердловский;2149
Свердловский;2150
Свердловский;2152
Свердловский;2153
Свердловский;2157
Свердловский;2162
Свердловский;2163
Свердловский;2164
Свердловский;2167
Свердловский;2171
Свердловский;2172
Свердловский;2176
Свердловский;2180
Свердловский;2181
Свердловский;2185
Свердловский;2187
Свердловский;2190
Свердловский;2195
Свердловский;2196
Свердловский;2197
Свердловский;2199
Свердловский;2203
Свердловский;2204
Свердловский;2210
Свердловский;2214
Свердловский;2224
Свердловский;2225
Свердловский;2226
Свердловский;2228
Свердловский;2230
Свердловский;2231
Свердловский;2234
Свердловский;2246
Свердловский;2255
Свердловский;2258
Свердловский;2273
Свердловский;2281
Свердловский;2288
Свердловский;2309
Свердловский;2310
Свердловский;2313
Свердловский;2316
Свердловский;2329
Свердловский;2332
Свердловский;2334
Свердловский;2335
Свердловский;2339
Свердловский;2340
Свердловский;2342
Свердловский;2353
Свердловский;2355
Свердловский;2358
Свердловский;2366
Свердловский;2370
Свердловский;2372
Свердловский;2373
Свердловский;2374
Свердловский;2378
Свердловский;2379
Свердловский;2383
Свердловский;2387
Свердловский;2388
Свердловский;2389
Свердловский;2392
Свердловский;2398
Свердловский;2400
Свердловский;2411
Свердловский;2412
Свердловский;2418
Свердловский;2419
Свердловский;2421
Свердловский;2422
Свердловский;2425
Свердловский;2427
Свердловский;2430
Свердловский;2431
Свердловский;2434
Свердловский;2437
Свердловский;2452
Свердловский;2477
Свердловский;2482
Свердловский;2487
Свердловский;2489
Свердловский;2495
Свердловский;2496
Свердловский;2497
Свердловский;2500
Свердловский;2501
Свердловский;2504
Свердловский;2507
Свердловский;2515
Свердловский;2523
Свердловский;2526
Свердловский;2528
Свердловский;2529
Свердловский;2539
Свердловский;2542
Свердловский;2543
Свердловский;2548
Свердловский;2550
Свердловский;2552
Свердловский;2559
Свердловский;2565
Свердловский;2567
Свердловский;2568
Свердловский;3586
Свердловский;3589
Свердловский;3617
Свердловский;3624
Свердловский;3625
Свердловский;3634
Свердловский;3644
Свердловский;3647
Свердловский;3648
Свердловский;3651
Свердловский;3653
Свердловский;3655
Свердловский;3659
Свердловский;3662
Свердловский;3664
Свердловский;3666
Свердловский;3667
Свердловский;3668
Свердловский;3679
Свердловский;3684
Свердловский;3686
Свердловский;3688
Свердловский;3696
Свердловский;3704
Свердловский;3706
Свердловский;3713
Свердловский;3717
Свердловский;3719
Свердловский;3721
Свердловский;3722
Свердловский;3723
Свердловский;3726
Свердловский;3730
Свердловский;3731
Свердловский;3733
Свердловский;3734
Свердловский;3741
Свердловский;3744
Свердловский;3746
Свердловский;3747
Свердловский;3753
Свердловский;3754
Свердловский;3755
Свердловский;3766
Свердловский;3780
Свердловский;3815
Свердловский;3826
Свердловский;3833
Свердловский;3863
Свердловский;3884
Свердловский;3886
Свердловский;3889
Свердловский;3895
Свердловский;3905
Свердловский;3907
Свердловский;3912
Свердловский;3913
Свердловский;3915
Свердловский;3925
Свердловский;3949
Свердловский;3951
Свердловский;3952
Свердловский;3963
Свердловский;3968
Свердловский;3972
Свердловский;3977
Свердловский;3978
Свердловский;3979
Свердловский;4024
Свердловский;4028
Свердловский;4059
Свердловский;4061
Свердловский;4095
Свердловский;4101
Свердловский;4107
Свердловский;4148
Свердловский;4149
Свердловский;4151
Свердловский;4152
Свердловский;4154
Свердловский;4155
Свердловский;4156
Свердловский;4157
Свердловский;4158
Свердловский;4196
Свердловский;4200
Свердловский;4214
Свердловский;4225
Свердловский;4226
Свердловский;4227
Свердловский;4231
Свердловский;4232
Свердловский;4235
Свердловский;4236
Свердловский;4243
Свердловский;4244
Свердловский;4259
Свердловский;4263
Свердловский;4265
Свердловский;4266
Свердловский;4279
Свердловский;4307
Свердловский;4318
Свердловский;4319
Свердловский;4320
Свердловский;4321
Свердловский;4322
Свердловский;4323
Свердловский;4324
Свердловский;4325
Свердловский;4326
Свердловский;4327
Свердловский;4328
Свердловский;4340
Свердловский;4360
Свердловский;4361
Свердловский;4367
Свердловский;4372
Свердловский;4378
Свердловский;4383
Свердловский;4384
Свердловский;4385
Свердловский;4386
Свердловский;4387
Свердловский;4388
Свердловский;4389
Свердловский;4390
Свердловский;4399
Свердловский;4400
Свердловский;4401
Свердловский;4403
Свердловский;4414
Свердловский;4419
Свердловский;4424
Свердловский;4425
Свердловский;4464
Свердловский;4500
Свердловский;4515
Свердловский;4518
Свердловский;4537
Свердловский;4545
Свердловский;4546
Свердловский;4547
Свердловский;4548
Свердловский;4549
Свердловский;4552
Свердловский;4555
Свердловский;4556
Свердловский;4560
Свердловский;4561
Свердловский;4562
Свердловский;4568
Свердловский;4570
Свердловский;4571
Свердловский;4572
Свердловский;4577
Свердловский;4578
Свердловский;4580
Свердловский;4581
Свердловский;4583
Свердловский;4584
Свердловский;4586
Свердловский;4592
Свердловский;4593
Свердловский;4594
Свердловский;4595
Свердловский;4596
Свердловский;4597
Свердловский;4601
Свердловский;4603
Свердловский;4604
Свердловский;4605
Свердловский;4606
Свердловский;4607
Свердловский;4608
Свердловский;4609
Свердловский;4611
Свердловский;4612
Свердловский;4619
Свердловский;4620
Свердловский;4622
Свердловский;4629
Свердловский;4670
Свердловский;4671
Свердловский;4674
Свердловский;4676
Свердловский;4677
Свердловский;4678
Свердловский;4679
Свердловский;4688
Свердловский;4689
Свердловский;4690
Свердловский;4691
Свердловский;4692
Свердловский;4693
Свердловский;4699
Свердловский;4700
Свердловский;4701
Свердловский;4702
Свердловский;4703
Свердловский;4711
Свердловский;4713
Свердловский;4718
Свердловский;4719
Свердловский;4720
Свердловский;4721
Свердловский;4745
Свердловский;4747
Свердловский;4748
Свердловский;4750
Свердловский;4751
Свердловский;4752
Свердловский;4757
Свердловский;4759
Свердловский;4766
Свердловский;4767
Свердловский;4768
Свердловский;4769
Свердловский;4777
Свердловский;4778
Свердловский;4781
Свердловский;4796
Свердловский;4797
Свердловский;4798
Свердловский;4800
Свердловский;4811
Свердловский;4812
Свердловский;4817
Свердловский;4821
Свердловский;4825
Свердловский;4852
Свердловский;4853
Свердловский;4854
Свердловский;4855
Свердловский;4859
Свердловский;4860
Свердловский;4865
Свердловский;4866
Свердловский;4932
Свердловский;4955
Свердловский;4958
Свердловский;4968
Свердловский;4972
Свердловский;4974
Свердловский;5006
Свердловский;5034
Свердловский;5043
Свердловский;5050
Свердловский;5052
Свердловский;5058
Свердловский;5059
Свердловский;5061
Свердловский;5063
Свердловский;5065
Свердловский;5066
Свердловский;5070
Свердловский;5073
Свердловский;5076
Свердловский;5077
Свердловский;5081
Свердловский;5082
Свердловский;5084
Свердловский;5085
Свердловский;5086
Свердловский;5093
Свердловский;5094
Свердловский;5099
Свердловский;5100
Свердловский;5101
Свердловский;5102
Свердловский;5103
Свердловский;5106
Свердловский;5108
Свердловский;5109
Свердловский;5110
Свердловский;5111
Свердловский;5112
Свердловский;5113
Свердловский;5114
Свердловский;5117
Свердловский;5125
Свердловский;5129
Свердловский;5131
Свердловский;5134
Свердловский;5136
Свердловский;5137
Свердловский;5146
Свердловский;5149
Свердловский;5151
Свердловский;5153
Свердловский;5155
Свердловский;5159
Свердловский;5162
Свердловский;5167
Свердловский;5173
Свердловский;5176
Свердловский;5177
Свердловский;5178
Свердловский;5179
Свердловский;5192
Свердловский;5200
Свердловский;5204
Свердловский;5208
Свердловский;5209
Свердловский;5214
Свердловский;5215
Свердловский;5218
Свердловский;5219
Свердловский;5220
Свердловский;5222
Свердловский;5224
Свердловский;5233
Свердловский;5242
Свердловский;5253
Свердловский;5264
Свердловский;5266
Свердловский;5283
Свердловский;5285
Свердловский;5289
Свердловский;5294
Свердловский;5305
Свердловский;5310
Свердловский;5311
Свердловский;5323
Свердловский;5324
Свердловский;5330
Свердловский;5354
Свердловский;5371
Свердловский;5372
Свердловский;5374
Свердловский;5376
Свердловский;5378
Свердловский;5382
Свердловский;5390
Свердловский;5392
Свердловский;5396
Свердловский;5401
Свердловский;5405
Свердловский;5411
Свердловский;5416
Свердловский;5417
Свердловский;5423
Свердловский;5430
Свердловский;5442
Свердловский;5455
Свердловский;5456
Свердловский;5462
Свердловский;5464
Свердловский;5465
Свердловский;5484
Свердловский;5485
Свердловский;5486
Свердловский;5491
Свердловский;5496
Свердловский;5501
Свердловский;5506
Свердловский;5507
Свердловский;5512
Свердловский;5513
Свердловский;5523
Свердловский;5530
Свердловский;5534
Свердловский;5535
Свердловский;5551
Свердловский;5555
Свердловский;5564
Свердловский;5568
Свердловский;5571
Свердловский;5573
Свердловский;5575
Свердловский;5578
Свердловский;5587
Свердловский;5589
Свердловский;5590
Свердловский;5601
Свердловский;5605
Свердловский;5608
Свердловский;5631
Свердловский;5632
Свердловский;5633
Свердловский;5643
Свердловский;5645
Свердловский;5650
Свердловский;5659
Свердловский;5661
Свердловский;5665
Свердловский;5673
Свердловский;5674
Свердловский;5675
Свердловский;5677
Свердловский;5679
Свердловский;5680
Свердловский;5682
Свердловский;5685
Свердловский;5686
Свердловский;5701
Свердловский;5707
Свердловский;5710
Свердловский;5711
Свердловский;5714
Свердловский;5715
Свердловский;5720
Свердловский;5725
Свердловский;5728
Свердловский;5732
Свердловский;5734
Свердловский;5735
Свердловский;5738
Свердловский;5739
Свердловский;5744
Свердловский;5754
Свердловский;5755
Свердловский;5756
Свердловский;5757
Свердловский;5759
Свердловский;5766
Свердловский;5775
Свердловский;5776
Свердловский;5777
Свердловский;5781
Свердловский;5785
Свердловский;5787
Свердловский;5788
Свердловский;5792
Свердловский;5796
Свердловский;5798
Свердловский;5799
Свердловский;5806
Свердловский;5808
Свердловский;5811
Свердловский;5816
Свердловский;5817
Свердловский;5820
Свердловский;5822
Свердловский;5823
Свердловский;5829
Свердловский;5834
Свердловский;5842
Свердловский;5843
Свердловский;5845
Свердловский;5848
Свердловский;5849
Свердловский;5855
Свердловский;5858
Свердловский;5859
Свердловский;5862
Свердловский;5863
Свердловский;5865
Свердловский;5866
Свердловский;5867
Свердловский;5868
Свердловский;5870
Свердловский;5871
Свердловский;5872
Свердловский;5880
Свердловский;5882
Свердловский;5883
Свердловский;5884
Свердловский;5894
Свердловский;5895
Свердловский;5897
Свердловский;5898
Свердловский;5912
Свердловский;5916
Свердловский;5917
Свердловский;5918
Свердловский;5920
Свердловский;5927
Свердловский;5934
Свердловский;5936
Свердловский;5943
Свердловский;5945
Свердловский;5946
Свердловский;5950
Свердловский;5951
Свердловский;5954
Свердловский;5955
Свердловский;5960
Свердловский;5967
Свердловский;5968
Свердловский;5970
Свердловский;5971
Свердловский;5974
Свердловский;5976
Свердловский;5979
Свердловский;5984
Свердловский;5985
Свердловский;5991
Свердловский;5992
Свердловский;5993
Свердловский;5997
Свердловский;5998
Свердловский;6003
Свердловский;6005
Свердловский;6007
Свердловский;6017
Свердловский;6018
Свердловский;6020
Свердловский;6022
Свердловский;6025
Свердловский;6031
Свердловский;6037
Свердловский;6038
Свердловский;6039
Свердловский;6043
Свердловский;6044
Свердловский;6046
Свердловский;6048
Свердловский;6050
Свердловский;6054
Свердловский;6057
Свердловский;6059
Свердловский;6061
Свердловский;6062
Свердловский;6073
Свердловский;6074
Свердловский;6076
Свердловский;6077
Свердловский;6078
Свердловский;6079
Свердловский;6089
Свердловский;6094
Свердловский;6098
Свердловский;6099
Свердловский;6108
Свердловский;6113
Свердловский;6114
Свердловский;6115
Свердловский;6118
Свердловский;6120
Свердловский;6125
Свердловский;6126
Свердловский;6128
Свердловский;6130
Свердловский;6132
Свердловский;6140
Свердловский;6147
Свердловский;6154
Свердловский;6160
Свердловский;6164
Свердловский;6165
Свердловский;6167
Свердловский;6168
Свердловский;6177
Свердловский;6178
Свердловский;6184
Свердловский;6186
Свердловский;6187
Свердловский;6194
Свердловский;6196
Свердловский;6198
Свердловский;6202
Свердловский;6207
Свердловский;6209
Свердловский;6220
Свердловский;6221
Свердловский;6222
Свердловский;6223
Свердловский;6229
Свердловский;6233
Свердловский;6237
Свердловский;6248
Свердловский;6264
Свердловский;6265
Свердловский;6268
Свердловский;6271
Свердловский;6272
Свердловский;6273
Свердловский;6274
Свердловский;6282
Свердловский;6305
Свердловский;6309
Свердловский;6315
Свердловский;6319
Свердловский;6323
Свердловский;6338
Свердловский;6343
Свердловский;6346
Свердловский;6348
Свердловский;6352
Свердловский;6355
Свердловский;6357
Свердловский;6360
Свердловский;6363
Свердловский;6366
Свердловский;6369
Свердловский;6374
Свердловский;6380
Свердловский;6386
Свердловский;6387
Свердловский;6389
Свердловский;6390
Свердловский;6400
Свердловский;6407
Свердловский;6430
Свердловский;6440
Свердловский;6441
Свердловский;6445
Свердловский;6449
Свердловский;6475
Свердловский;6480
Свердловский;6483
Свердловский;6485
Свердловский;6495
Свердловский;6507
Свердловский;6513
Свердловский;6520
Свердловский;6529
Свердловский;6532
Свердловский;6533
Свердловский;6539
Свердловский;6540
Свердловский;6545
Свердловский;6555
Свердловский;6557
Свердловский;6561
Свердловский;6563
Свердловский;6564
Свердловский;6567
Свердловский;6570
Свердловский;6571
Свердловский;6573
Свердловский;6575
Свердловский;6576
Свердловский;6577
Свердловский;6578
Свердловский;6582
Свердловский;6583
Свердловский;6584
Свердловский;6586
Свердловский;6587
Свердловский;6589
Свердловский;6594
Свердловский;6595
Свердловский;6596
Свердловский;6597
Свердловский;6605
Свердловский;6607
Свердловский;6608
за городом;2035
за городом;2077
за городом;2109
за городом;2111
за городом;2113
за городом;2116
за городом;2117
за городом;2131
за городом;2156
за городом;2158
за городом;2186
за городом;2213
за городом;2274
за городом;2298
за городом;2304
за городом;2324
за городом;2346
за городом;2347
за городом;2350
за городом;2369
за городом;2371
за городом;2397
за городом;2407
за городом;2449
за городом;2451
за городом;2470
за городом;2553
за городом;2554
за городом;2558
за городом;2560
за городом;2564
за городом;2569
за городом;3620
за городом;3623
за городом;3629
за городом;3712
за городом;3715
за городом;3718
за городом;3725
за городом;3732
за городом;3740
за городом;3783
за городом;3848
за городом;3945
за городом;3976
за городом;4260
за городом;4342
за городом;4533
за городом;4534
за городом;4653
за городом;4694
за городом;4695
за городом;4696
за городом;4715
за городом;4716
за городом;4717
за городом;4820
за городом;4858
за городом;4876
за городом;4877
за городом;4879
за городом;4881
за городом;4883
за городом;4887
за городом;4888
за городом;4891
за городом;4894
за городом;4895
за городом;4896
за городом;4897
за городом;4898
за городом;4899
за городом;4900
за городом;4902
за городом;4903
за городом;4904
за городом;4905
за городом;4906
за городом;4907
за городом;4908
за городом;4909
за городом;4910
за городом;4911
за городом;4912
за городом;4913
за городом;4914
за городом;4915
за городом;4916
за городом;4917
за городом;4918
за городом;4919
за городом;4920
за городом;4921
за городом;4922
за городом;4923
за городом;4924
за городом;4925
за городом;4926
за городом;4927
за городом;4928
за городом;4929
за городом;4937
за городом;4954
за городом;4970
за городом;5021
за городом;5037
за городом;5044
за городом;5045
за городом;5046
за городом;5049
за городом;5057
за городом;5078
за городом;5097
за городом;5169
за городом;5184
за городом;5185
за городом;5186
за городом;5187
за городом;5188
за городом;5189
за городом;5190
за городом;5198
за городом;5201
за городом;5225
за городом;5231
за городом;5316
за городом;5321
за городом;5343
за городом;5355
за городом;5418
за городом;5515
за городом;5553
за городом;5556
за городом;5582
за городом;5586
за городом;5598
за городом;5657
за городом;5947
за городом;5963
за городом;6004
за городом;6019
за городом;6021
за городом;6029
за городом;6088
за городом;6101
за городом;6107
за городом;6150
за городом;6169
за городом;6181
за городом;6197
за городом;6287
за городом;6385
за городом;6442
за городом;6462
за городом;6463
за городом;6484
за городом;6514
за городом;6517
за городом;6548
за городом;6588
за городом;7591
